year,prov,gdp,id,island,primary,secondary,tertiary,agri_gdp,constr_gdp,manuf_gdp,utilities_gdp,sec_gdp,tert_gdp,tsunami_aceh,aceh_northsumatra,tsunami_sumatra,log_cap_gr,tsunami_sumatra_alt,tsunami_sumatra_alternative,region,district_type,longitude,latitude,noncoastal,log_gr,tsunami_yrs,region2,tsunami_aceh1,tsunami_aceh2,tsunami_aceh3,tsunami_sumatra1,tsunami_sumatra2,tsunami_sumatra3,aceh_treat1,aceh_treat2,aceh_treat3,sumatra_treat1,sumatra_treat2,sumatra_treat3,non_tsunami_yrs,aceh_lead1,aceh_lead2,aceh_lead3,sumatra_lead1,sumatra_lead2,sumatra_lead3,sumatra_treat1_05,sumatra_treat1_06,sumatra_treat1_07,sumatra_treat1_08,sumatra_treat1_09,sumatra_treat1_10,sumatra_treat1_11,sumatra_treat1_12,aceh_treat1_05,aceh_treat1_06,aceh_treat1_07,aceh_treat1_08,aceh_treat1_09,aceh_treat1_10,aceh_treat1_11,aceh_treat1_12,sumatra_treat2_05,sumatra_treat2_06,sumatra_treat2_07,sumatra_treat2_08,sumatra_treat2_09,sumatra_treat2_10,sumatra_treat2_11,sumatra_treat2_12,aceh_treat2_05,aceh_treat2_06,aceh_treat2_07,aceh_treat2_08,aceh_treat2_09,aceh_treat2_10,aceh_treat2_11,aceh_treat2_12,sumatra_treat3_05,sumatra_treat3_06,sumatra_treat3_07,sumatra_treat3_08,sumatra_treat3_09,sumatra_treat3_10,sumatra_treat3_11,sumatra_treat3_12,aceh_treat3_05,aceh_treat3_06,aceh_treat3_07,aceh_treat3_08,aceh_treat3_09,aceh_treat3_10,aceh_treat3_11,aceh_treat3_12,sumatra_lead1_00,sumatra_lead1_01,sumatra_lead1_02,sumatra_lead1_03,sumatra_lead1_04,aceh_lead1_00,aceh_lead1_01,aceh_lead1_02,aceh_lead1_03,aceh_lead1_04,sumatra_lead2_00,sumatra_lead2_01,sumatra_lead2_02,sumatra_lead2_03,sumatra_lead2_04,aceh_lead2_00,aceh_lead2_01,aceh_lead2_02,aceh_lead2_03,aceh_lead2_04,sumatra_lead3_00,sumatra_lead3_01,sumatra_lead3_02,sumatra_lead3_03,sumatra_lead3_04,aceh_lead3_00,aceh_lead3_01,aceh_lead3_02,aceh_lead3_03,aceh_lead3_04,region_year
2000,Sumatera Barat,147.65640575,14,Sumatra,52.232712,31.046127,64.377563,31.215143,4.8705945,15.419113,.73621917,21.025927,43.599575,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.027588286,0,,Agam,Kab,100.16348,-.25242001,0,.015795929,0,13,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000
2011,Sumatera Barat,268.96328,14,Sumatra,108.48436,50.521839,109.95872,36.493153,4.963964,12.93094,.88901353,18.783916,40.882427,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.044088185,0,0,Agam,Kab,100.16348,-.25242001,0,.057689752,1,13,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26143
2001,Sumatera Barat,153.65079025,14,Sumatra,54.610806,32.23019,66.809799,31.469526,4.7858901,15.355443,.83492595,20.976261,43.481586,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.03283982,0,,Agam,Kab,100.16348,-.25242001,0,.039794441,0,13,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26013
2005,Sumatera Barat,190.66325858,14,Sumatra,74.029739,37.122307,79.511215,35.00074,4.4536638,14.103256,.91316962,19.470089,41.702431,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.055626482,0,0,Agam,Kab,100.16348,-.25242001,0,.059515659,1,13,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26065
2009,Sumatera Barat,240.24934,14,Sumatra,98.967438,44.682621,96.599281,37.439205,4.4589009,13.237448,.90208781,18.598436,40.207928,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.044790294,0,0,Agam,Kab,100.16348,-.25242001,0,.047882129,1,13,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26117
2007,Sumatera Barat,215.337453,14,Sumatra,87.092743,40.627575,87.617142,36.664177,4.3620749,13.576151,.92870879,18.866934,40.688297,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.058084335,0,0,Agam,Kab,100.16348,-.25242001,0,.061770391,1,13,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26091
2006,Sumatera Utara,365.160965,17,Sumatra,148.23271,119.32407,97.60421,40.320835,2.5198474,28.94706,1.2102066,32.677113,26.729092,,1,not Tsunami stricken in Aceh & N.Sumatra,.028112473,0,0,Asahan,Kab,99.540543,2.88273,0,.046878681,1,14,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28084
2000,Sumatera Utara,257.788115,17,Sumatra,135.90034,53.638927,68.248848,52.414619,2.6983569,16.944181,1.1648309,20.807371,26.474785,,1,not Tsunami stricken in Aceh & N.Sumatra,.040663045,0,,Asahan,Kab,99.540543,2.88273,0,.025556333,0,14,,,,not Tsunami stricken,,Others,,,,0,,0,1,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000
2011,Sumatera Utara,465.71982,17,Sumatra,166.07214,168.46736,131.1795,35.395836,2.666075,32.25296,1.2545097,36.173542,28.167044,,1,not Tsunami stricken in Aceh & N.Sumatra,.041607972,0,0,Asahan,Kab,99.540543,2.88273,0,.052351117,1,14,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28154
2003,Sumatera Utara,321.22517558,17,Sumatra,143.86118,89.367897,87.996094,44.494942,2.6010935,24.068817,1.1510417,27.82095,27.393896,,1,not Tsunami stricken in Aceh & N.Sumatra,.57444829,0,,Asahan,Kab,99.540543,2.88273,0,.12574343,0,14,,,,not Tsunami stricken,,Others,,,,0,,0,1,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28042
2007,Sumatera Utara,383.013718,17,Sumatra,150.60109,129.23793,103.17471,39.052078,2.5253577,30.009228,1.2077899,33.742378,26.937603,,1,not Tsunami stricken in Aceh & N.Sumatra,.02928238,0,0,Asahan,Kab,99.540543,2.88273,0,.047732551,1,14,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28098
2005,Sumatera Utara,348.43774396,17,Sumatra,147.16312,108.47963,92.794998,41.956776,2.5292602,27.37388,1.2300054,31.133146,26.631729,,1,not Tsunami stricken in Aceh & N.Sumatra,.011431772,0,0,Asahan,Kab,99.540543,2.88273,0,.030455293,1,14,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28070
2002,Sumatera Utara,283.2695535,17,Sumatra,142.65955,65.842064,74.767937,50.055984,2.6672044,19.416712,1.159691,23.243608,26.394625,,1,not Tsunami stricken in Aceh & N.Sumatra,.043566376,0,,Asahan,Kab,99.540543,2.88273,0,.053305481,0,14,,,,not Tsunami stricken,,Others,,,,0,,0,1,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28028
2001,Sumatera Utara,268.565129,17,Sumatra,140.12082,56.813854,71.63044,51.859108,2.6344681,17.357275,1.1628493,21.154591,26.671534,,1,not Tsunami stricken in Aceh & N.Sumatra,.0017575586,0,,Asahan,Kab,99.540543,2.88273,0,.040955462,0,14,,,,not Tsunami stricken,,Others,,,,0,,0,1,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28014
2008,Sumatera Utara,402.2443211,17,Sumatra,153.42685,139.85106,108.96641,37.877808,2.545845,31.020075,1.2017704,34.767689,27.089607,,1,not Tsunami stricken in Aceh & N.Sumatra,.031519055,0,0,Asahan,Kab,99.540543,2.88273,0,.048988864,1,14,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28112
2010,Sumatera Utara,441.96606,17,Sumatra,160.41003,158.69296,122.86224,36.031193,2.6293964,32.047764,1.2289813,35.906143,27.799023,,1,not Tsunami stricken in Aceh & N.Sumatra,.09579742,0,0,Asahan,Kab,99.540543,2.88273,0,.048546959,1,14,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28140
1999,Sumatera Utara,251.283467649238,17,Sumatra,,,,,,,,,,,1,not Tsunami stricken in Aceh & N.Sumatra,,0,,Asahan,Kab,99.540543,2.88273,0,,0,14,,,,not Tsunami stricken,,Others,,,,0,,0,1,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27986
2012,Sumatera Utara,491.6392,17,Sumatra,172.06387,178.68948,140.88666,34.731972,2.7119887,32.353558,1.2801054,36.345654,28.656515,,1,not Tsunami stricken in Aceh & N.Sumatra,.050634932,0,0,Asahan,Kab,99.540543,2.88273,0,.054160904,1,14,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28168
2004,Sumatera Utara,337.98593458,17,Sumatra,146.30058,100.58545,91.099907,43.00584,2.5159843,26.080589,1.1636719,29.760246,26.953756,,1,not Tsunami stricken in Aceh & N.Sumatra,.031706844,0,0,Asahan,Kab,99.540543,2.88273,0,.050861921,1,14,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28056
2009,Sumatera Utara,421.02244,17,Sumatra,156.14522,149.2072,115.67002,36.822659,2.5849073,31.637459,1.2168852,35.439251,27.4736,,1,not Tsunami stricken in Aceh & N.Sumatra,.028238194,0,0,Asahan,Kab,99.540543,2.88273,0,.045626465,1,14,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28126
2012,Nanggroe Aceh Darussalam,282.1743,22,Sumatra,9.6341801,25.77096,246.76917,3.4142656,6.3600831,2.253607,.51930314,9.1329937,87.452744,Tsunami stricken,1,Tsunami stricken,.019565575,0,.11111111,Banda Aceh,Kota,95.342957,5.5414701,0,.059871342,1,15,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30180
2001,Nanggroe Aceh Darussalam,103.29733725,22,Sumatra,,13.924942,78.329079,10.690803,9.5123587,3.4365158,.53157216,13.480446,75.828751,Tsunami stricken,1,Tsunami stricken,.011387313,0,,Banda Aceh,Kota,95.342957,5.5414701,0,.034824152,0,15,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,30015
1999,Nanggroe Aceh Darussalam,104.0607505607624,22,Sumatra,,,,,,,,,,Tsunami stricken,1,Tsunami stricken,,0,,Banda Aceh,Kota,95.342957,5.5414701,0,,0,15,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29985
2000,Nanggroe Aceh Darussalam,99.76200975,22,Sumatra,,13.200448,75.982414,10.604383,9.2334299,3.4904048,.50810373,13.231938,76.163673,Tsunami stricken,1,Tsunami stricken,.588781,0,,Banda Aceh,Kota,95.342957,5.5414701,0,-.042187423,0,15,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30000
2004,Nanggroe Aceh Darussalam,121.34850442,22,Sumatra,,15.833289,93.027985,10.290385,9.0100441,3.4407063,.59703225,13.047783,76.661827,Tsunami stricken,1,Tsunami stricken,-.045486256,0,.11111111,Banda Aceh,Kota,95.342957,5.5414701,0,.063840806,1,15,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,30060
2005,Nanggroe Aceh Darussalam,123.3155524,22,Sumatra,,15.291968,100.0067,6.5011125,8.6896172,3.2293379,.48172614,12.400681,81.098206,Tsunami stricken,1,Tsunami stricken,.062104132,1,.11111111,Banda Aceh,Kota,95.342957,5.5414701,0,.016079929,1,15,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30075
2011,Nanggroe Aceh Darussalam,265.77594,22,Sumatra,9.3849001,23.862,232.52986,3.5311322,6.2400308,2.2513475,.48686123,8.9782391,87.490936,Tsunami stricken,1,Tsunami stricken,.032393556,0,.11111111,Banda Aceh,Kota,95.342957,5.5414701,0,.058477435,1,15,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30165
2007,Nanggroe Aceh Darussalam,189.813354,22,Sumatra,,17.925596,163.35724,4.4941602,6.7666082,2.3391485,.33804435,9.4438019,86.062035,Tsunami stricken,1,Tsunami stricken,-.034007784,0,.11111111,Banda Aceh,Kota,95.342957,5.5414701,0,.063553438,1,15,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30105
2008,Nanggroe Aceh Darussalam,223.91234716,22,Sumatra,,19.424109,195.92732,3.8233368,6.1261978,2.141582,.40709162,8.6748714,87.501793,Tsunami stricken,1,Tsunami stricken,.17317094,0,.11111111,Banda Aceh,Kota,95.342957,5.5414701,0,.16521342,1,15,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30120
2010,Nanggroe Aceh Darussalam,250.67974,22,Sumatra,8.9830999,22.34664,219.34918,3.5834966,6.208559,2.2518294,.4540295,8.9144182,87.501762,Tsunami stricken,1,Tsunami stricken,.006245553,0,.11111111,Banda Aceh,Kota,95.342957,5.5414701,0,.0576929,1,15,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30150
2003,Nanggroe Aceh Darussalam,113.8436258,22,Sumatra,,15.172861,86.666756,10.544303,9.2792368,3.463979,.584593,13.327809,76.127892,Tsunami stricken,1,Tsunami stricken,.4949919,0,,Banda Aceh,Kota,95.342957,5.5414701,0,.054301545,0,15,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,30045
2006,Nanggroe Aceh Darussalam,178.125402,22,Sumatra,,16.672974,153.19092,4.6380262,6.6764903,2.3405023,.34325156,9.3602448,86.001724,Tsunami stricken,1,Tsunami stricken,.26948863,0,.11111111,Banda Aceh,Kota,95.342957,5.5414701,0,.36774126,1,15,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30090
2009,Nanggroe Aceh Darussalam,236.62658,22,Sumatra,8.7715397,20.846861,207.00735,3.7069123,6.1794581,2.2088304,.42173621,8.8100252,87.482712,Tsunami stricken,1,Tsunami stricken,.081625059,0,.11111111,Banda Aceh,Kota,95.342957,5.5414701,0,.055228617,1,15,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30135
2002,Nanggroe Aceh Darussalam,107.82658675,22,Sumatra,,14.593946,81.699486,10.696024,9.4317408,3.5274463,.57545853,13.534645,75.769333,Tsunami stricken,1,Tsunami stricken,.024134973,0,,Banda Aceh,Kota,95.342957,5.5414701,0,.042912658,0,15,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,30030
2008,Lampung,475.7892191,23,Sumatra,26.76988,126.98317,322.03616,4.2668676,7.6697969,18.346146,.67301226,26.688955,67.684631,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.053878039,0,0,Bandar Lampung,Kota,105.25167,-5.42204,0,.067024268,1,16,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32128
1999,Lampung,288.9806233880893,23,Sumatra,,,,,,,,,,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,,0,,Bandar Lampung,Kota,105.25167,-5.42204,0,,0,16,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31984
